latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-7.7451,-34.9394,306.2,1.1,1.1,2000-11-01,0058,Terra,MODIS,67,6.2,293.3,7.6,N,0
-6.8628,-38.082,307.3,1.8,1.3,2000-11-01,0059,Terra,MODIS,71,6.2,294.9,10.8,N,0
-6.2455,-35.1822,302.4,1.1,1.1,2000-11-01,0059,Terra,MODIS,26,6.2,289.8,5.9,N,0
-6.2346,-35.1735,305.2,1.1,1.1,2000-11-01,0059,Terra,MODIS,49,6.2,289.8,7.6,N,0
-6.236,-35.1835,310.9,1.1,1.1,2000-11-01,0059,Terra,MODIS,81,6.2,290.8,12,N,0
-5.0263,-37.0489,301.8,1.4,1.2,2000-11-01,0059,Terra,MODIS,44,6.2,287.5,6.5,N,2
-24.5264,-49.3854,301.6,1.4,1.2,2000-11-01,0232,Terra,MODIS,42,6.2,285.5,11.3,N,0
-22.6484,-48.134,333.4,1.9,1.3,2000-11-01,0233,Terra,MODIS,100,6.2,290.9,87.4,N,0
-22.3317,-48.5577,302.3,1.8,1.3,2000-11-01,0233,Terra,MODIS,48,6.2,291.7,11.6,N,0
-22.8573,-51.8229,355.2,1.1,1.1,2000-11-01,0233,Terra,MODIS,100,6.2,294.5,87.4,N,0
-22.859,-51.8336,364.7,1.1,1.1,2000-11-01,0233,Terra,MODIS,100,6.2,295.4,117.8,N,0
-22.8197,-52.1122,378.5,1.1,1,2000-11-01,0233,Terra,MODIS,100,6.2,298.4,167.8,N,0
-22.8213,-52.1228,336.5,1.1,1,2000-11-01,0233,Terra,MODIS,100,6.2,294,42.5,N,0
-22.8103,-52.1138,399.2,1.1,1,2000-11-01,0233,Terra,MODIS,100,6.2,299.4,283.4,N,0
-22.8119,-52.1244,332.8,1.1,1,2000-11-01,0233,Terra,MODIS,100,6.2,294.7,36.4,N,0
-21.8566,-47.1485,300.8,2.3,1.5,2000-11-01,0233,Terra,MODIS,34,6.2,267.7,23.1,N,0
-21.8607,-47.1706,325.3,2.3,1.5,2000-11-01,0233,Terra,MODIS,100,6.2,269.5,89.1,N,0
-22.4364,-50.9815,316.9,1.2,1.1,2000-11-01,0233,Terra,MODIS,94,6.2,292.7,20.2,N,0
-22.4265,-50.9833,305.4,1.2,1.1,2000-11-01,0233,Terra,MODIS,64,6.2,292,8.7,N,0
-22.2556,-50.4427,325.1,1.3,1.2,2000-11-01,0233,Terra,MODIS,100,6.2,292.4,36.4,N,0
-22.2578,-50.4558,320.7,1.3,1.1,2000-11-01,0233,Terra,MODIS,100,6.2,292.3,29,N,0
-21.568,-52.6723,310,1.1,1,2000-11-01,0233,Terra,MODIS,79,6.2,292.7,9.8,N,0
-21.5796,-54.1103,313.4,1,1,2000-11-01,0233,Terra,MODIS,87,6.2,293.4,11.4,N,0
-20.8703,-52.9293,308.1,1.1,1,2000-11-01,0234,Terra,MODIS,73,6.2,281.9,9.9,N,0
-20.8719,-52.9395,317,1.1,1,2000-11-01,0234,Terra,MODIS,94,6.2,285.6,17.3,N,0
-21.1506,-55.6468,309.3,1,1,2000-11-01,0234,Terra,MODIS,77,6.2,294.4,7.3,N,0
-21.1519,-55.6567,317.7,1,1,2000-11-01,0234,Terra,MODIS,96,6.2,294.5,14.4,N,0
-21.092,-55.896,304.5,1,1,2000-11-01,0234,Terra,MODIS,60,6.2,294.5,4.7,N,0
-21.0934,-55.906,313,1,1,2000-11-01,0234,Terra,MODIS,86,6.2,294.9,10.9,N,0
-21.0319,-55.577,304.4,1,1,2000-11-01,0234,Terra,MODIS,60,6.2,293.7,5.1,N,0
-20.785,-54.9891,303.2,1,1,2000-11-01,0234,Terra,MODIS,54,6.2,292.7,4.2,N,0
-20.2884,-55.8527,305.1,1,1,2000-11-01,0234,Terra,MODIS,63,6.2,294.3,4.8,N,0
-20.0958,-54.9247,309.5,1,1,2000-11-01,0234,Terra,MODIS,77,6.2,292.6,8.5,N,0
-20.0868,-54.9261,323.1,1,1,2000-11-01,0234,Terra,MODIS,100,6.2,292.9,20.1,N,0
-18.7463,-55.0684,323.3,1,1,2000-11-01,0234,Terra,MODIS,100,6.2,285.7,21.4,N,0
-16.6069,-58.2337,302,1.2,1.1,2000-11-01,0235,Terra,MODIS,46,6.2,289.3,4.9,N,0
-16.1661,-59.6653,301.9,1.4,1.2,2000-11-01,0235,Terra,MODIS,45,6.2,284.1,7.1,N,0
-16.1706,-59.6575,304.8,1.4,1.2,2000-11-01,0235,Terra,MODIS,62,6.2,284,9.9,N,0
-16.0438,-59.1579,301.3,1.3,1.1,2000-11-01,0235,Terra,MODIS,40,6.2,289.4,5,N,0
-15.5733,-59.0556,310.5,1.3,1.1,2000-11-01,0235,Terra,MODIS,80,6.2,289.2,13.1,N,0
-4.0351,-48.7314,303.4,3.9,1.8,2000-11-01,0238,Terra,MODIS,55,6.2,284.1,39.2,N,0
-4.0296,-48.7374,302.7,3.9,1.8,2000-11-01,0238,Terra,MODIS,29,6.2,284.6,33.6,N,0
-2.715,-49.2405,300.5,3.8,1.8,2000-11-01,0238,Terra,MODIS,28,6.2,275.7,41.5,N,0
-2.9865,-51.642,307.4,2.4,1.5,2000-11-01,0238,Terra,MODIS,71,6.2,288.4,25.6,N,0
-2.8366,-52.1402,308.1,2.2,1.4,2000-11-01,0238,Terra,MODIS,55,6.2,284.9,23.8,N,0
-2.8207,-52.1223,305.4,2.2,1.4,2000-11-01,0238,Terra,MODIS,58,6.2,285,18.5,N,0
-2.8237,-52.1423,310.4,2.2,1.4,2000-11-01,0238,Terra,MODIS,69,6.2,285,27.7,N,0
-2.8168,-52.1843,305.4,2.2,1.4,2000-11-01,0238,Terra,MODIS,38,6.2,285.9,17.3,N,0
-1.7097,-53.8313,308.4,1.7,1.3,2000-11-01,0239,Terra,MODIS,74,6.2,291.3,15.6,N,0
-1.7119,-53.8467,309.9,1.7,1.3,2000-11-01,0239,Terra,MODIS,79,6.2,291.4,17.9,N,0
-1.6297,-54.3899,302,1.6,1.2,2000-11-01,0239,Terra,MODIS,46,6.2,288.2,8.1,N,0
-1.3104,-53.8527,302.8,1.7,1.3,2000-11-01,0239,Terra,MODIS,52,6.2,290.3,9.5,N,0
1.1226,-56.0017,325,1.3,1.1,2000-11-01,0240,Terra,MODIS,100,6.2,287.4,33.1,N,0
1.1209,-56.0136,330.5,1.3,1.1,2000-11-01,0240,Terra,MODIS,100,6.2,288.1,43.5,N,0
1.1192,-56.0253,306.3,1.3,1.1,2000-11-01,0240,Terra,MODIS,68,6.2,286.9,9.5,N,0
1.1345,-55.9914,316.1,1.3,1.1,2000-11-01,0240,Terra,MODIS,93,6.2,286.7,20.6,N,0
1.1328,-56.0032,319.6,1.3,1.1,2000-11-01,0240,Terra,MODIS,99,6.2,287.1,24.8,N,0
1.1311,-56.015,303,1.3,1.1,2000-11-01,0240,Terra,MODIS,35,6.2,287.2,6.4,N,0
2.0611,-55.6321,308.6,1.4,1.2,2000-11-01,0240,Terra,MODIS,7,6.2,289.4,11.5,N,0
2.0593,-55.6453,317.9,1.4,1.2,2000-11-01,0240,Terra,MODIS,96,6.2,289.9,24.4,N,0
2.0576,-55.6576,308.9,1.4,1.2,2000-11-01,0240,Terra,MODIS,28,6.2,290,11.6,N,0
3.3284,-60.3597,309.1,1,1,2000-11-01,0240,Terra,MODIS,76,6.2,291.7,6.8,N,0
-0.3148,-48.616,320.2,3.4,1.7,2000-11-01,1322,Terra,MODIS,72,6.2,297.1,42.9,D,0
-0.893,-46.854,314,2.4,1.5,2000-11-01,1322,Terra,MODIS,42,6.2,296.2,20,D,0
-0.9127,-47.3441,328.9,2.6,1.6,2000-11-01,1323,Terra,MODIS,81,6.2,297.3,82.8,D,0
-2.8944,-40.8648,324.6,1,1,2000-11-01,1323,Terra,MODIS,54,6.2,300.6,10.7,D,0
-2.6313,-42.7481,326.2,1.2,1.1,2000-11-01,1323,Terra,MODIS,74,6.2,304,14.6,D,0
-3.4769,-39.5306,321.6,1,1,2000-11-01,1323,Terra,MODIS,48,6.2,292.7,10.9,D,0
-3.0982,-42.8358,333.2,1.2,1.1,2000-11-01,1323,Terra,MODIS,73,6.2,303.6,21.3,D,0
-3.6956,-39.6117,317.4,1,1,2000-11-01,1323,Terra,MODIS,33,6.2,289.9,7,D,0
-3.3051,-43.1636,324.8,1.2,1.1,2000-11-01,1323,Terra,MODIS,32,6.2,304.1,14.2,D,0
-3.3811,-44.2931,319.9,1.4,1.2,2000-11-01,1323,Terra,MODIS,50,6.2,291.1,16.9,D,0
-3.7876,-42.9274,328.3,1.1,1.1,2000-11-01,1323,Terra,MODIS,64,6.2,303.7,12.9,D,0
-3.9015,-43.2011,327.4,1.2,1.1,2000-11-01,1323,Terra,MODIS,78,6.2,299.1,20.7,D,0
-5.1593,-36.8866,336.6,1.5,1.2,2000-11-01,1323,Terra,MODIS,84,6.2,303.2,43,D,0
-4.0995,-44.3351,334.4,1.4,1.2,2000-11-01,1323,Terra,MODIS,85,6.2,301.1,31.8,D,0
-4.1014,-44.3228,326.1,1.4,1.2,2000-11-01,1323,Terra,MODIS,49,6.2,301.8,13.9,D,0
-4.1929,-44.4691,327,1.4,1.2,2000-11-01,1323,Terra,MODIS,77,6.2,297.7,17.4,D,0
-4.4008,-43.071,321.1,1.2,1.1,2000-11-01,1323,Terra,MODIS,63,6.2,287.7,15.2,D,0
-4.5023,-44.1728,351,1.3,1.1,2000-11-01,1323,Terra,MODIS,96,6.2,295.5,84.7,D,0
-4.8548,-43.5958,331.4,1.2,1.1,2000-11-01,1323,Terra,MODIS,83,6.2,305.2,17.4,D,0
-5.4222,-40.8348,333.2,1,1,2000-11-01,1323,Terra,MODIS,84,6.2,280.5,25.6,D,0
-5.4312,-40.8361,316.1,1,1,2000-11-01,1323,Terra,MODIS,57,6.2,279.5,6.9,D,0
-4.9557,-44.0799,334,1.3,1.1,2000-11-01,1323,Terra,MODIS,84,6.2,299.4,32.6,D,0
-4.9658,-44.0814,327.8,1.3,1.1,2000-11-01,1323,Terra,MODIS,79,6.2,299.6,21.4,D,0
-6.3942,-35.309,321.2,2,1.4,2000-11-01,1324,Terra,MODIS,58,6.2,295,27.3,D,0
-6.3966,-35.2912,328.5,2,1.4,2000-11-01,1324,Terra,MODIS,75,6.2,293.1,49.8,D,0
-5.5947,-43.3128,320,1.1,1.1,2000-11-01,1324,Terra,MODIS,53,6.2,294.9,11.8,D,0
-6.8607,-38.0686,326.7,1.3,1.1,2000-11-01,1324,Terra,MODIS,59,6.2,300.4,15.9,D,0
-7.0279,-37.2979,329.6,1.5,1.2,2000-11-01,1324,Terra,MODIS,75,6.2,309.6,14.6,D,0
-8.2249,-38.5991,332.6,1.2,1.1,2000-11-01,1324,Terra,MODIS,77,6.2,309.7,22.3,D,0
-8.4294,-37.0969,323.6,1.6,1.2,2000-11-01,1324,Terra,MODIS,34,6.2,305.5,9.5,D,0
-7.8948,-42.6017,324.6,1,1,2000-11-01,1324,Terra,MODIS,39,6.2,297.4,9.5,D,0
-8.3171,-40.7411,341.3,1,1,2000-11-01,1324,Terra,MODIS,87,6.2,302.9,30.6,D,0
-8.7668,-41.6299,334.6,1,1,2000-11-01,1324,Terra,MODIS,80,6.2,307,16.6,D,0
-10.1419,-40.2705,323.8,1.1,1,2000-11-01,1325,Terra,MODIS,42,6.2,303.5,8.8,D,0
-10.2485,-42.9999,331.3,1,1,2000-11-01,1325,Terra,MODIS,50,6.2,310.2,15.3,D,0
-10.7914,-39.2889,327.9,1.2,1.1,2000-11-01,1325,Terra,MODIS,73,6.2,302.7,14.1,D,0
-10.919,-39.5523,337.2,1.2,1.1,2000-11-01,1325,Terra,MODIS,85,6.2,307.8,26.7,D,0
-10.9258,-39.5752,341.2,1.2,1.1,2000-11-01,1325,Terra,MODIS,89,6.2,306.6,33,D,0
-10.9272,-39.5644,365.1,1.2,1.1,2000-11-01,1325,Terra,MODIS,100,6.2,308.7,103.9,D,0
-10.9287,-39.5536,336.9,1.2,1.1,2000-11-01,1325,Terra,MODIS,85,6.2,308.3,24.8,D,0
-10.9321,-40.8473,341.4,1,1,2000-11-01,1325,Terra,MODIS,86,6.2,308.5,30.3,D,0
-10.8321,-41.7965,363.4,1,1,2000-11-01,1325,Terra,MODIS,100,6.2,312.8,76,D,0
-11.283,-39.3425,328.9,1.2,1.1,2000-11-01,1325,Terra,MODIS,77,6.2,308.4,11.8,D,0
-11.154,-40.3306,325.9,1.1,1,2000-11-01,1325,Terra,MODIS,62,6.2,301.2,14.3,D,0
-11.1554,-40.3206,327.8,1.1,1,2000-11-01,1325,Terra,MODIS,60,6.2,301.7,15.8,D,0
-11.8699,-37.6326,319.4,1.6,1.3,2000-11-01,1325,Terra,MODIS,56,6.2,300,18.2,D,0
-11.7205,-39.3527,328.4,1.2,1.1,2000-11-01,1325,Terra,MODIS,46,6.2,306.9,9.3,D,0
-11.9987,-38.6517,322,1.4,1.2,2000-11-01,1325,Terra,MODIS,64,6.2,298.8,17.1,D,0
-11.808,-41.2189,319.8,1,1,2000-11-01,1325,Terra,MODIS,35,6.2,300.8,9.4,D,0
-12.1238,-42.9631,338.3,1,1,2000-11-01,1325,Terra,MODIS,84,6.2,307.3,25.2,D,0
-12.4893,-43.0434,329.5,1,1,2000-11-01,1325,Terra,MODIS,51,6.2,306.3,9.4,D,0
-12.7883,-41.3709,322,1,1,2000-11-01,1325,Terra,MODIS,53,6.2,298.4,11.9,D,0
-12.9494,-40.3547,324.3,1.1,1.1,2000-11-01,1325,Terra,MODIS,37,6.2,303.7,10.3,D,0
-13.514,-39.8742,318.7,1.2,1.1,2000-11-01,1326,Terra,MODIS,71,6.2,298.5,11.9,D,0
-13.6514,-51.6434,315.6,3.3,1.7,2000-11-01,1326,Terra,MODIS,67,6.2,289.4,40.1,D,0
-13.6466,-51.6498,319.1,3.3,1.7,2000-11-01,1326,Terra,MODIS,72,6.2,289.4,56.6,D,0
-20.5976,-48.6046,336.1,1.5,1.2,2000-11-01,1328,Terra,MODIS,83,6.2,303.9,39.4,D,0
-20.7252,-52.9259,327.1,2.9,1.6,2000-11-01,1328,Terra,MODIS,67,6.2,298.8,56.9,D,0
-20.7256,-52.9318,325.6,2.9,1.6,2000-11-01,1328,Terra,MODIS,62,6.2,297.8,51.5,D,0
-20.8708,-52.9708,323.3,2.9,1.6,2000-11-01,1328,Terra,MODIS,66,6.2,298.1,49.8,D,0
-20.8761,-52.9435,319.2,2.9,1.6,2000-11-01,1328,Terra,MODIS,34,6.2,299.2,31.3,D,0
-20.871,-52.977,320.6,2.9,1.6,2000-11-01,1328,Terra,MODIS,51,6.2,298.1,36.2,D,0
-20.8766,-52.9495,320.4,2.9,1.6,2000-11-01,1328,Terra,MODIS,48,6.2,299.1,37.4,D,0
-21.7375,-48.3627,323.3,1.3,1.1,2000-11-01,1328,Terra,MODIS,47,6.2,305.7,9.9,D,0
-21.7403,-48.4707,335.7,1.4,1.2,2000-11-01,1328,Terra,MODIS,82,6.2,305,35.7,D,0
-21.906,-48.1011,331.8,1.3,1.1,2000-11-01,1328,Terra,MODIS,78,6.2,310.1,19,D,0
-21.9081,-48.0887,335.9,1.3,1.1,2000-11-01,1328,Terra,MODIS,83,6.2,311.7,27.1,D,0
-22.0199,-47.7904,326.3,1.2,1.1,2000-11-01,1328,Terra,MODIS,69,6.2,306.4,14.9,D,0
-22.1248,-47.22,321,1.2,1.1,2000-11-01,1328,Terra,MODIS,53,6.2,302.1,9,D,0
-22.1572,-47.2031,324.7,1.2,1.1,2000-11-01,1328,Terra,MODIS,69,6.2,305,13.1,D,0
-22.0486,-48.3499,328.5,1.3,1.1,2000-11-01,1328,Terra,MODIS,45,6.2,309,16.1,D,0
-22.622,-48.486,328,1.3,1.1,2000-11-01,1328,Terra,MODIS,73,6.2,309.8,15.7,D,0
-23.0214,-47.6248,350.5,1.2,1.1,2000-11-01,1328,Terra,MODIS,95,6.2,306.9,59.9,D,0
-24.2799,-48.9331,336.8,1.3,1.1,2000-11-01,1329,Terra,MODIS,88,6.2,299.7,49.7,D,0
-23.9622,-51.0981,316.3,1.9,1.3,2000-11-01,1329,Terra,MODIS,60,6.2,302.6,19.3,D,0
-24.6135,-48.7851,313.4,1.3,1.1,2000-11-01,1329,Terra,MODIS,52,6.2,295.7,10.2,D,0
-24.5291,-49.3811,320.1,1.4,1.2,2000-11-01,1329,Terra,MODIS,73,6.2,299.4,23.1,D,0
-24.6297,-49.2361,319.2,1.4,1.2,2000-11-01,1329,Terra,MODIS,72,6.2,298.2,18.1,D,0
-24.6269,-49.2286,322.7,1.4,1.2,2000-11-01,1329,Terra,MODIS,76,6.2,298,22.8,D,0
-24.6508,-49.3989,315.6,1.4,1.2,2000-11-01,1329,Terra,MODIS,65,6.2,297.8,14.8,D,0
-25.247,-49.5678,312.3,1.4,1.2,2000-11-01,1329,Terra,MODIS,56,6.2,297.2,11.2,D,0
-25.2494,-49.554,332.1,1.4,1.2,2000-11-01,1329,Terra,MODIS,85,6.2,298.1,44.2,D,0
-25.1871,-52.9788,318.3,2.4,1.5,2000-11-01,1329,Terra,MODIS,69,6.2,298.7,34.9,D,0
-26.045,-49.2367,350.3,1.3,1.1,2000-11-01,1329,Terra,MODIS,95,6.2,300.3,82.5,D,0
-26.0473,-49.2238,349.9,1.3,1.1,2000-11-01,1329,Terra,MODIS,95,6.2,300.9,81.3,D,0
-27.9738,-49.1271,309.8,1.2,1.1,2000-11-01,1330,Terra,MODIS,51,6.2,297.5,5.2,D,0
-27.9741,-49.1339,313.6,1.2,1.1,2000-11-01,1330,Terra,MODIS,65,6.2,298.2,9.7,D,0
-28.3961,-49.0638,314.7,1.2,1.1,2000-11-01,1330,Terra,MODIS,55,6.2,301.8,7.4,D,0
-28.5584,-49.4377,313.9,1.2,1.1,2000-11-01,1330,Terra,MODIS,60,6.2,300.9,8.1,D,0
-28.5765,-49.3966,322.8,1.2,1.1,2000-11-01,1330,Terra,MODIS,75,6.2,301,17.9,D,0
-28.5985,-49.8596,315,1.3,1.1,2000-11-01,1330,Terra,MODIS,58,6.2,302.5,7.8,D,0
-28.9963,-51.1688,311.3,1.5,1.2,2000-11-01,1330,Terra,MODIS,37,6.2,299,8.7,D,0
-28.999,-51.1538,313,1.5,1.2,2000-11-01,1330,Terra,MODIS,53,6.2,299,11.4,D,0
-29.0008,-51.16,317.8,1.5,1.2,2000-11-01,1330,Terra,MODIS,68,6.2,299.1,17.6,D,0
-29.4085,-50.9978,313.7,1.4,1.2,2000-11-01,1330,Terra,MODIS,60,6.2,300.3,10.2,D,0
-29.4118,-51.0047,312.4,1.4,1.2,2000-11-01,1330,Terra,MODIS,55,6.2,300.3,8.9,D,0
-29.6047,-50.5123,319.6,1.3,1.1,2000-11-01,1330,Terra,MODIS,71,6.2,301.7,16,D,0
-29.5523,-50.9833,315.9,1.4,1.2,2000-11-01,1330,Terra,MODIS,64,6.2,300.1,14.6,D,0
-30.1223,-50.9052,324.5,1.4,1.2,2000-11-01,1330,Terra,MODIS,77,6.2,305.1,20.5,D,0
-30.1248,-50.8912,327.4,1.4,1.2,2000-11-01,1330,Terra,MODIS,80,6.2,304.1,24.7,D,0
4.3551,-59.7827,321.4,1.4,1.2,2000-11-01,1500,Terra,MODIS,79,6.2,286.4,20.7,D,0
4.3533,-59.7702,335.3,1.4,1.2,2000-11-01,1500,Terra,MODIS,89,6.2,285.5,50.2,D,0
4.2513,-60.8635,313,1.2,1.1,2000-11-01,1500,Terra,MODIS,59,6.2,275,9.8,D,0
3.9291,-59.6856,328,1.5,1.2,2000-11-01,1500,Terra,MODIS,83,6.2,294.9,27.7,D,0
3.9271,-59.6726,326.6,1.5,1.2,2000-11-01,1500,Terra,MODIS,82,6.2,295.2,25.2,D,0
3.6552,-59.7707,333.9,1.5,1.2,2000-11-01,1500,Terra,MODIS,82,6.2,293.1,43.6,D,0
3.6649,-60.0854,317.2,1.4,1.2,2000-11-01,1500,Terra,MODIS,69,6.2,285.3,9.9,D,0
3.4564,-60.537,306.6,1.3,1.1,2000-11-01,1500,Terra,MODIS,0,6.2,270,6.4,D,0
2.6971,-60.1233,309.1,1.4,1.2,2000-11-01,1500,Terra,MODIS,30,6.2,280.9,9.2,D,0
2.7373,-60.438,305.8,1.4,1.2,2000-11-01,1500,Terra,MODIS,11,6.2,274.4,7.1,D,0
1.1285,-55.9869,313.6,3.2,1.7,2000-11-01,1500,Terra,MODIS,14,6.2,277.3,43.2,D,0
-1.9633,-60.2308,306.7,1.6,1.3,2000-11-01,1501,Terra,MODIS,29,6.2,281,12.5,D,0
-15.0456,-59.8821,311.6,2.8,1.6,2000-11-01,1505,Terra,MODIS,49,6.2,285.8,24.3,D,0
-15.06,-59.8837,326.9,2.8,1.6,2000-11-01,1505,Terra,MODIS,83,6.2,285.6,86.8,D,0
-15.0485,-59.8878,322.9,2.8,1.6,2000-11-01,1505,Terra,MODIS,75,6.2,285.7,66.2,D,0
-15.3396,-59.4151,315.4,3,1.7,2000-11-01,1505,Terra,MODIS,71,6.2,287.5,42.3,D,0
-15.4873,-59.7224,315.4,2.9,1.6,2000-11-01,1505,Terra,MODIS,67,6.2,289.7,30.5,D,0
-15.561,-59.0369,316.2,3.3,1.7,2000-11-01,1505,Terra,MODIS,70,6.2,289.5,47.6,D,0
-15.5764,-59.0382,313,3.3,1.7,2000-11-01,1505,Terra,MODIS,62,6.2,288.2,29.7,D,0
-15.9312,-59.6584,321.3,3,1.6,2000-11-01,1505,Terra,MODIS,57,6.2,280,77.3,D,0
-15.9309,-59.6653,314.2,3,1.6,2000-11-01,1505,Terra,MODIS,61,6.2,280.1,54.2,D,0
-15.9338,-59.6377,315.4,3,1.6,2000-11-01,1505,Terra,MODIS,62,6.2,278.8,60.6,D,0
-22.2421,-43.5368,300.4,1.2,1.1,2000-11-02,0138,Terra,MODIS,18,6.2,288.6,7,N,0
-21.8422,-49.8961,301.9,3.4,1.7,2000-11-02,0138,Terra,MODIS,45,6.2,290.4,27.8,N,0
-20.2377,-40.2393,301.5,1,1,2000-11-02,0138,Terra,MODIS,41,6.2,286.1,5.1,N,0
-10.0058,-42.2651,304.2,1,1,2000-11-02,0141,Terra,MODIS,59,6.2,291.8,5.3,N,0
-9.4526,-40.3348,304.3,1.2,1.1,2000-11-02,0141,Terra,MODIS,55,6.2,293.7,5.1,N,0
-6.879,-38.0839,307.7,1.9,1.4,2000-11-02,0142,Terra,MODIS,72,6.2,294.3,13.1,N,0
-5.2803,-44.6772,311.7,1,1,2000-11-02,0142,Terra,MODIS,83,6.2,291.6,9.8,N,0
-5.2816,-44.6862,305.2,1,1,2000-11-02,0142,Terra,MODIS,63,6.2,291.4,5.4,N,0
-4.9312,-45.4676,300.5,1,1,2000-11-02,0142,Terra,MODIS,29,6.2,288.5,3.5,N,0
-5.1159,-46.809,327.5,1.2,1.1,2000-11-02,0142,Terra,MODIS,100,6.2,274.7,36,N,0
-4.7539,-44.2709,318.7,1,1,2000-11-02,0142,Terra,MODIS,97,6.2,293.6,14.1,N,0
-4.7465,-44.2874,306,1,1,2000-11-02,0142,Terra,MODIS,66,6.2,293.4,4.9,N,0
-5.0852,-46.9631,320.1,1.2,1.1,2000-11-02,0142,Terra,MODIS,100,6.2,286.6,24.4,N,0
-5.0867,-46.974,303,1.2,1.1,2000-11-02,0142,Terra,MODIS,53,6.2,287.1,7,N,0
-4.9698,-46.7223,306.2,1.2,1.1,2000-11-02,0142,Terra,MODIS,67,6.2,288.7,8.4,N,0
-4.9974,-46.9924,304.2,1.2,1.1,2000-11-02,0142,Terra,MODIS,59,6.2,289.1,7.6,N,0
-4.9989,-47.0032,304.9,1.2,1.1,2000-11-02,0142,Terra,MODIS,62,6.2,288.9,8.2,N,0
-4.8858,-46.7082,305.7,1.2,1.1,2000-11-02,0142,Terra,MODIS,65,6.2,290.2,7.5,N,0
-4.3849,-43.6199,315.4,1,1,2000-11-02,0142,Terra,MODIS,91,6.2,287.1,13.6,N,0
-4.8061,-46.725,301.7,1.2,1.1,2000-11-02,0142,Terra,MODIS,44,6.2,290.2,4.8,N,0
-4.8076,-46.7355,306.3,1.2,1.1,2000-11-02,0142,Terra,MODIS,67,6.2,290.2,8.3,N,0
-4.856,-47.6584,300.6,1.3,1.1,2000-11-02,0142,Terra,MODIS,31,6.2,289.2,5.6,N,0
-4.3726,-44.3749,306.6,1,1,2000-11-02,0142,Terra,MODIS,69,6.2,292.8,5.2,N,0
-4.6728,-46.5699,302,1.2,1.1,2000-11-02,0142,Terra,MODIS,46,6.2,291.4,4.5,N,0
-4.6742,-46.5803,310.6,1.2,1.1,2000-11-02,0142,Terra,MODIS,80,6.2,291.6,11.3,N,0
-4.7265,-47.321,305,1.3,1.1,2000-11-02,0143,Terra,MODIS,62,6.2,292,7.6,N,0
-4.6583,-47.4181,320.5,1.3,1.1,2000-11-02,0143,Terra,MODIS,100,6.2,290.1,25.5,N,0
-4.6598,-47.4295,331.2,1.3,1.1,2000-11-02,0143,Terra,MODIS,100,6.2,291.9,43.3,N,0
-4.6219,-47.2265,340.7,1.3,1.1,2000-11-02,0143,Terra,MODIS,100,6.2,289.7,60.8,N,0
-4.6235,-47.2376,326.1,1.3,1.1,2000-11-02,0143,Terra,MODIS,100,6.2,290.1,32.1,N,0
-4.612,-47.228,308.2,1.3,1.1,2000-11-02,0143,Terra,MODIS,71,6.2,289.5,10.8,N,0
-4.6135,-47.2391,303,1.3,1.1,2000-11-02,0143,Terra,MODIS,14,6.2,289.4,5.9,N,0
-4.6123,-47.2343,308,1.3,1.1,2000-11-02,0143,Terra,MODIS,63,6.2,289.6,10.5,N,0
-4.3319,-47.2011,310.9,1.2,1.1,2000-11-02,0143,Terra,MODIS,81,6.2,267.7,17.6,N,0
-3.2217,-46.574,302.7,1.1,1.1,2000-11-02,0143,Terra,MODIS,51,6.2,282.5,6.5,N,0
-3.2231,-46.5839,303.9,1.1,1.1,2000-11-02,0143,Terra,MODIS,58,6.2,283,7.2,N,0
-2.873,-45.8065,305.8,1,1,2000-11-02,0143,Terra,MODIS,66,6.2,288.1,6.5,N,0
-2.8625,-45.7986,311.5,1,1,2000-11-02,0143,Terra,MODIS,83,6.2,287.7,10.3,N,0
-2.8638,-45.8078,315.3,1,1,2000-11-02,0143,Terra,MODIS,91,6.2,288.2,13.5,N,0
-2.6572,-44.9923,327.7,1,1,2000-11-02,0143,Terra,MODIS,100,6.2,289.7,26.1,N,0
-2.6584,-45.0013,306,1,1,2000-11-02,0143,Terra,MODIS,66,6.2,288.5,6.7,N,0
-2.8791,-49.2477,363.8,1.6,1.3,2000-11-02,0143,Terra,MODIS,100,6.2,283.3,194.8,N,0
-2.8811,-49.2621,342.4,1.6,1.3,2000-11-02,0143,Terra,MODIS,100,6.2,278.9,95.3,N,0
-2.8659,-49.2348,309.9,1.6,1.3,2000-11-02,0143,Terra,MODIS,27,6.2,278.5,16.9,N,0
-2.8679,-49.2493,381.4,1.6,1.3,2000-11-02,0143,Terra,MODIS,100,6.2,284.9,320.3,N,0
-2.8698,-49.2637,357.7,1.6,1.3,2000-11-02,0143,Terra,MODIS,100,6.2,282.5,160.5,N,0
-2.8776,-49.2395,327.2,1.6,1.3,2000-11-02,0143,Terra,MODIS,100,6.2,281.6,49.4,N,0
-2.8797,-49.2539,354.4,1.6,1.3,2000-11-02,0143,Terra,MODIS,100,6.2,282.9,144,N,0
-2.8818,-49.2684,317.6,1.6,1.3,2000-11-02,0143,Terra,MODIS,92,6.2,277.6,29.9,N,0
-2.8665,-49.2411,340.4,1.6,1.3,2000-11-02,0143,Terra,MODIS,100,6.2,280.8,87.9,N,0
-2.8685,-49.2555,389.1,1.6,1.3,2000-11-02,0143,Terra,MODIS,100,6.2,286.3,391.7,N,0
